0,0.0
1,0.3826834323650898
2,0.7071067811865475
3,0.9238795325112867
4,1.0
5,0.9238795325112867
6,0.7071067811865476
7,0.3826834323650899
8,1.2246467991473532E-16
9,-0.38268343236508967
10,-0.7071067811865475
11,-0.9238795325112865
12,-1.0
13,-0.9238795325112866
14,-0.7071067811865477
15,-0.3826834323650904
16,-2.4492935982947064E-16
17,0.38268343236508995
18,0.7071067811865474
19,0.9238795325112865
20,1.0
21,0.9238795325112867
22,0.7071067811865483
23,0.3826834323650905
24,3.6739403974420594E-16
25,-0.38268343236508984
26,-0.7071067811865479
27,-0.9238795325112864
28,-1.0
29,-0.9238795325112867
30,-0.7071067811865485
31,-0.3826834323650906
32,-4.898587196589413E-16
33,0.3826834323650897
34,0.7071067811865478
35,0.9238795325112864
36,1.0
37,0.9238795325112868
38,0.7071067811865486
39,0.3826834323650907
40,6.123233995736766E-16
41,-0.38268343236508795
42,-0.7071067811865477
43,-0.9238795325112863
44,-1.0
45,-0.9238795325112868
46,-0.7071067811865487
47,-0.3826834323650892
48,-7.347880794884119E-16
49,0.38268343236508784
50,0.7071067811865477
51,0.9238795325112863
52,1.0
53,0.923879532511287
54,0.7071067811865488
55,0.38268343236508934
56,8.572527594031472E-16
57,-0.38268343236508773
58,-0.7071067811865476
59,-0.9238795325112863
60,-1.0
61,-0.923879532511287
62,-0.7071067811865488
63,-0.38268343236508945
64,-9.797174393178826E-16
65,0.3826834323650876
66,0.7071067811865475
67,0.9238795325112862
68,1.0
69,0.923879532511287
70,0.7071067811865489
71,0.38268343236508956
72,1.102182119232618E-15
73,-0.3826834323650875
74,-0.7071067811865474
75,-0.9238795325112862
76,-1.0
77,-0.9238795325112871
78,-0.707106781186549
79,-0.38268343236508967
80,-1.2246467991473533E-15
81,0.3826834323650874
82,0.7071067811865448
83,0.9238795325112874
84,1.0
85,0.9238795325112871
86,0.7071067811865491
87,0.38268343236509306
88,4.899825157862589E-15
89,-0.38268343236509056
90,-0.7071067811865471
91,-0.9238795325112861
92,-1.0
93,-0.9238795325112885
94,-0.7071067811865467
95,-0.3826834323650899
96,-1.4695761589768238E-15
97,0.3826834323650872
98,0.7071067811865446
99,0.9238795325112874
100,1.0
101,0.9238795325112872
102,0.7071067811865492
103,0.3826834323650933
104,-1.9606728399089416E-15
105,-0.38268343236509034
106,-0.707106781186547
107,-0.923879532511286
108,-1.0
109,-0.9238795325112886
110,-0.7071067811865468
111,-0.3826834323650901
112,-1.7145055188062944E-15
113,0.38268343236508695
114,0.7071067811865444
115,0.9238795325112873
116,1.0
117,0.9238795325112873
118,0.7071067811865495
119,0.3826834323650935
120,5.3896838775215305E-15
121,-0.3826834323650901
122,-0.7071067811865468
123,-0.9238795325112859
124,-1.0
125,-0.9238795325112886
126,-0.707106781186547
127,-0.38268343236509034
